"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"24788",579214.14788,2858032.81679,11607,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7963.9043,413.89414,579214.14788,2858032.81679
"24789",580130.61588,2858045.38274,11618,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5184.32812,334.35491,580130.61588,2858045.38274
"24808",581115.3923,2858306.55524,10373,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1918.63672,198.00447,581115.3923,2858306.55524
"24819",581706.37642,2857672.32133,10985,113,"Office Building.",468.4668,89.13826,581706.37642,2857672.32133
"24822",581728.88555,2858537.73848,12122,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1525.34961,154.64029,581728.88555,2858537.73848
"24824",581084.029,2858382.78309,12146,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",15242.25,494.18778,581084.029,2858382.78309
"24850",580727.96312,2858326.47779,13536,339,"Industrial Extensive",22343.96094,643.11342,580727.96312,2858326.47779
"24869",580128.73103,2858158.26665,14412,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3861.23047,287.09662,580128.73103,2858158.26665
"24885",582464.75504,2858880.93661,15100,450,"Governmental/Public Administration (Other than Military or Penal).",3062.66406,246.03517,582464.75504,2858880.93661
"24892",581279.49571,2857721.80643,15601,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",14110.21289,531.64384,581279.49571,2857721.80643
"24897",578958.18304,2857923.91626,15729,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6638.81445,378.73223,578958.18304,2857923.91626
"24907",579830.90155,2857954.97083,16281,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1281.14062,144.31236,579830.90155,2857954.97083
"24908",580153.40033,2858765.89463,16282,450,"Governmental/Public Administration (Other than Military or Penal).",4417.07422,288.55982,580153.40033,2858765.89463
"24926",580375.84038,2858285.03111,17090,339,"Industrial Extensive",1972.58203,244.7498,580375.84038,2858285.03111
"24938",578535.44259,2857990.27822,17469,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",17012.59766,723.31497,578535.44259,2857990.27822
"24941",579242.89478,2857832.08365,17538,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1959.10547,176.33321,579242.89478,2857832.08365
"24996",581691.7315,2857854.57938,21354,113,"Office Building.",3311.2207,233.91196,581691.7315,2857854.57938
"24999",580070.89486,2858793.01033,21527,113,"Office Building.",806.19922,115.39157,580070.89486,2858793.01033
"25030",581357.82088,2857778.59474,20821,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",11243.79492,564.13584,581357.82088,2857778.59474
"25037",581058.97865,2858295.17463,21000,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3792.89453,247.16421,581058.97865,2858295.17463
"25040",579131.31239,2858050.68101,22028,339,"Industrial Extensive",3663.97461,245.58111,579131.31239,2858050.68101
"25073",579463.25053,2858034.38713,23361,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10025.73242,498.6527,579463.25053,2858034.38713
"25084",580877.09721,2859483.84987,23851,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",2125.375,188.84832,580877.09721,2859483.84987
"25116",582220.16999,2858835.98146,26212,113,"Office Building.",1282.4707,145.28937,582220.16999,2858835.98146
"25122",580805.64795,2859594.78163,26592,113,"Office Building.",732.68164,120.94451,580805.64795,2859594.78163
"25125",580251.28179,2858052.16803,26703,113,"Office Building.",731.2207,119.55305,580251.28179,2858052.16803
"25136",581262.01001,2858233.24613,24205,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",18551.55469,804.42689,581262.01001,2858233.24613
"25146",580538.3571,2858269.49647,24836,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4318.70898,266.97897,580538.3571,2858269.49647
"25162",580852.35418,2858550.96252,27463,113,"Office Building.",228.01562,84.49545,580852.35418,2858550.96252
"25169",581748.90486,2858105.61689,27654,113,"Office Building.",1412.14453,150.4526,581748.90486,2858105.61689
"25175",580901.39889,2857565.50521,28100,450,"Governmental/Public Administration (Other than Military or Penal).",1.09961,271.38304,580901.39889,2857565.50521
"25193",581173.04401,2858117.0691,28829,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",641.79102,156.42859,581173.04401,2858117.0691
"25212",580480.82828,2858974.4843,29664,450,"Governmental/Public Administration (Other than Military or Penal).",793.99219,120.8881,580480.82828,2858974.4843
"25221",581148.54742,2858001.75506,31217,342,"Industrial Intensive, Office type of use",2813.02539,215.50179,581148.54742,2858001.75506
"25222",578963.14862,2858007.4905,31301,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",20760.75977,655.15026,578963.14862,2858007.4905
"25231",581188.30608,2858986.05405,31485,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1770.38477,169.45962,581188.30608,2858986.05405
"25247",579210.81141,2858116.98816,30208,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3988.19727,253.82331,579210.81141,2858116.98816
"25248",581181.0203,2857719.65162,30223,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",20411.65234,588.76534,581181.0203,2857719.65162
"25257",582404.41879,2858936.87317,30458,113,"Office Building.",2350.22852,196.23842,582404.41879,2858936.87317
"25267",580743.03876,2859064.73604,32008,113,"Office Building.",1449.02734,153.6023,580743.03876,2859064.73604
"25272",581045.49784,2858144.93439,32221,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",18349.78516,861.25091,581045.49784,2858144.93439
"25327",580981.99498,2857657.21245,35231,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2798.22461,213.03227,580981.99498,2857657.21245
"25330",578599.79763,2858164.15104,35361,342,"Industrial Intensive, Office type of use",3277.94141,234.41635,578599.79763,2858164.15104
"25331",581661.96867,2858642.85379,35479,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1118.6875,145.66359,581661.96867,2858642.85379
"25373",580664.79932,2859324.15579,37688,450,"Governmental/Public Administration (Other than Military or Penal).",6971.41406,415.1675,580664.79932,2859324.15579
"25391",581048.64117,2857532.30724,39437,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",22648.35547,718.4033,581048.64117,2857532.30724
"25414",581704.87692,2859025.74778,40748,113,"Office Building.",559.32617,98.32616,581704.87692,2859025.74778
"25444",581675.01415,2858270.67464,38120,113,"Office Building.",740.23438,125.08656,581675.01415,2858270.67464
"25458",580764.67206,2858819.4744,38644,450,"Governmental/Public Administration (Other than Military or Penal).",998.59961,126.23949,580764.67206,2858819.4744
"25476",580883.48434,2859318.81545,42503,113,"Office Building.",1993.55273,184.63172,580883.48434,2859318.81545
"25483",579645.50522,2857954.0137,42660,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1269.75195,140.29047,579645.50522,2857954.0137
"25486",580227.64757,2858764.65789,42851,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",2905.90039,261.16686,580227.64757,2858764.65789
"25516",578536.68514,2858087.74458,46439,339,"Industrial Extensive",1795.42383,173.51737,578536.68514,2858087.74458
"25518",580380.88985,2858323.76196,46475,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5926.69531,318.72434,580380.88985,2858323.76196
"25523",579932.75297,2858782.34967,46703,113,"Office Building.",1092.20898,132.87994,579932.75297,2858782.34967
"25585",582222.96828,2858930.24169,47489,113,"Office Building.",1504.38867,153.0321,582222.96828,2858930.24169
"25587",581834.44268,2858849.95017,47524,113,"Office Building.",1555.78516,176.04562,581834.44268,2858849.95017
"25598",579894.2122,2858017.04213,48036,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1521.30859,156.70048,579894.2122,2858017.04213
"25619",580457.84112,2858278.3733,49013,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5674.99805,412.39339,580457.84112,2858278.3733
"25631",580877.79718,2859459.7802,49522,113,"Office Building.",963.37695,148.58983,580877.79718,2859459.7802
"25648",581750.16015,2858075.56153,50465,113,"Office Building.",1632.8457,160.4295,581750.16015,2858075.56153
"25663",580880.40514,2859391.94657,50992,113,"Office Building.",2478.98047,201.4055,580880.40514,2859391.94657
"25670",580890.49791,2859071.20579,53276,113,"Office Building.",2361.34766,194.60258,580890.49791,2859071.20579
"25677",579097.47241,2858184.43504,53558,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4675.66992,300.06827,579097.47241,2858184.43504
"25686",580638.83933,2858311.9033,54004,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6313.6543,337.66713,580638.83933,2858311.9033
"25730",580949.65517,2857866.4868,51865,339,"Industrial Extensive",8230.70312,363.75693,580949.65517,2857866.4868
"25749",581191.27199,2858793.82836,52886,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",20041.62305,767.11795,581191.27199,2858793.82836
"25766",580619.00522,2859357.17019,55646,113,"Office Building.",1234.6543,147.45545,580619.00522,2859357.17019
"25771",580860.89,2858312.07717,55961,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1007.99414,131.12832,580860.89,2858312.07717
"25774",579258.74544,2858867.3408,56062,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1047.53906,131.21492,579258.74544,2858867.3408
"25792",581230.72946,2857898.8358,57037,339,"Industrial Extensive",897.73438,139.85361,581230.72946,2857898.8358
"25806",580153.30149,2858694.53304,57829,450,"Governmental/Public Administration (Other than Military or Penal).",2490.23438,202.09817,580153.30149,2858694.53304
"25808",580005.5544,2857962.08592,58002,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",614.24805,110.58883,580005.5544,2857962.08592
"25810",578735.83124,2858169.85661,58014,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9962.58594,549.99986,578735.83124,2858169.85661
"25816",581723.9527,2858634.4297,58245,113,"Office Building.",1200.9043,137.39894,581723.9527,2858634.4297
"25820",580020.89312,2858014.94843,58409,113,"Office Building.",953.95898,125.5412,580020.89312,2858014.94843
"25827",579374.49264,2858470.43634,58626,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",735.70703,131.53102,579374.49264,2858470.43634
"25828",582050.26659,2858962.76661,58686,113,"Office Building.",2695.99609,210.76239,582050.26659,2858962.76661
"25845",580857.92002,2859543.1006,60442,113,"Office Building.",954.78711,139.60321,580857.92002,2859543.1006
"25847",582125.44127,2858927.45902,60517,113,"Office Building.",1387.07617,149.62081,582125.44127,2858927.45902
"25871",582147.31507,2858947.23317,59858,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1352.94531,199.68532,582147.31507,2858947.23317
"25890",580537.82892,2858230.55076,61792,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1247.97266,197.89013,580537.82892,2858230.55076
"25892",580630.42297,2858247.61194,62053,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3763.74609,256.55483,580630.42297,2858247.61194
"25897",580862.09652,2858285.53613,62184,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",684.65625,115.75296,580862.09652,2858285.53613
"25899",578565.83201,2858087.66638,62274,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1571.8418,162.04174,578565.83201,2858087.66638
"25941",579662.85898,2858760.36092,64256,113,"Office Building.",2006.64062,182.57052,579662.85898,2858760.36092
"25954",580405.69093,2858073.99027,64853,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2043.92969,184.51325,580405.69093,2858073.99027
"25966",581016.67867,2857975.1042,65407,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",18251.01172,612.95157,581016.67867,2857975.1042
"25979",581208.23239,2858415.11651,67181,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8938.95508,478.56715,581208.23239,2858415.11651
